genres,movie_id,movie_title
Adventure,211181,102 Dalmatians 
Comedy,211181,102 Dalmatians 
Family,211181,102 Dalmatians 
Action,471042,Tower Heist 
Comedy,471042,Tower Heist 
Crime,471042,Tower Heist 
Comedy,457939,The Holiday 
Romance,457939,The Holiday 
Action,120660,Enemy of the State 
Crime,120660,Enemy of the State 
Drama,120660,Enemy of the State 
Mystery,120660,Enemy of the State 
Thriller,120660,Enemy of the State 
Comedy,1230414,It's Complicated 
Drama,1230414,It's Complicated 
Romance,1230414,It's Complicated 
Crime,496806,Ocean's Thirteen 
Thriller,496806,Ocean's Thirteen 
Adventure,400717,Open Season 
Animation,400717,Open Season 
Comedy,400717,Open Season 
Family,400717,Open Season 
Adventure,1840309,Divergent 
Mystery,1840309,Divergent 
Sci-Fi,1840309,Divergent 
Drama,215750,Enemy at the Gates 
History,215750,Enemy at the Gates 
War,215750,Enemy at the Gates 
Action,327850,The Rundown 
Adventure,327850,The Rundown 
Comedy,327850,The Rundown 
Thriller,327850,The Rundown 
Action,107362,Last Action Hero 
Adventure,107362,Last Action Hero 
Comedy,107362,Last Action Hero 
Fantasy,107362,Last Action Hero 
Drama,397535,Memoirs of a Geisha 
Romance,397535,Memoirs of a Geisha 
Action,463985,The Fast and the Furious: Tokyo Drift 
Crime,463985,The Fast and the Furious: Tokyo Drift 
Thriller,463985,The Fast and the Furious: Tokyo Drift 
Adventure,1430607,Arthur Christmas 
Animation,1430607,Arthur Christmas 
Comedy,1430607,Arthur Christmas 
Family,1430607,Arthur Christmas 
Fantasy,1430607,Arthur Christmas 
Drama,119643,Meet Joe Black 
Fantasy,119643,Meet Joe Black 
Romance,119643,Meet Joe Black 
Action,233469,Collateral Damage 
Drama,233469,Collateral Damage 
Thriller,233469,Collateral Damage 
Comedy,78754,All That Jazz 
Drama,78754,All That Jazz 
Music,78754,All That Jazz 
Musical,78754,All That Jazz 
Adventure,1667353,Mirror Mirror 
Comedy,1667353,Mirror Mirror 
Drama,1667353,Mirror Mirror 
Family,1667353,Mirror Mirror 
Fantasy,1667353,Mirror Mirror 
Action,446029,Scott Pilgrim vs. the World 
Comedy,446029,Scott Pilgrim vs. the World 
Fantasy,446029,Scott Pilgrim vs. the World 
Romance,446029,Scott Pilgrim vs. the World 
Action,298814,The Core 
Adventure,298814,The Core 
Sci-Fi,298814,The Core 
Thriller,298814,The Core 
Comedy,144528,Nutty Professor II: The Klumps 
Romance,144528,Nutty Professor II: The Klumps 
Sci-Fi,144528,Nutty Professor II: The Klumps 
Adventure,267913,Scooby-Doo 
Comedy,267913,Scooby-Doo 
Mystery,267913,Scooby-Doo 
Comedy,389860,Click 
Drama,389860,Click 
Fantasy,389860,Click 
Romance,389860,Click 
Action,1287468,Cats & Dogs: The Revenge of Kitty Galore 
Comedy,1287468,Cats & Dogs: The Revenge of Kitty Galore 
Family,1287468,Cats & Dogs: The Revenge of Kitty Galore 
Fantasy,1287468,Cats & Dogs: The Revenge of Kitty Galore 
Action,489099,Jumper 
Adventure,489099,Jumper 
Sci-Fi,489099,Jumper 
Thriller,489099,Jumper 
Action,411477,Hellboy II: The Golden Army 
Adventure,411477,Hellboy II: The Golden Army 
Fantasy,411477,Hellboy II: The Golden Army 
Horror,411477,Hellboy II: The Golden Army 
Sci-Fi,411477,Hellboy II: The Golden Army 
Crime,443706,Zodiac 
Drama,443706,Zodiac 
History,443706,Zodiac 
Mystery,443706,Zodiac 
Thriller,443706,Zodiac 
Action,216216,The 6th Day 
Mystery,216216,The 6th Day 
Sci-Fi,216216,The 6th Day 
Thriller,216216,The 6th Day 
Comedy,315327,Bruce Almighty 
Drama,315327,Bruce Almighty 
Action,1320253,The Expendables 
Adventure,1320253,The Expendables 
Thriller,1320253,The Expendables 
Action,117060,Mission: Impossible 
Adventure,117060,Mission: Impossible 
Thriller,117060,Mission: Impossible 
Adventure,1392170,The Hunger Games 
Drama,1392170,The Hunger Games 
Sci-Fi,1392170,The Hunger Games 
Thriller,1392170,The Hunger Games 
Comedy,1411697,The Hangover Part II 
Action,103776,Batman Returns 
Adventure,327084,Over the Hedge 
Animation,327084,Over the Hedge 
Comedy,327084,Over the Hedge 
Family,327084,Over the Hedge 
Adventure,275847,Lilo & Stitch 
Animation,275847,Lilo & Stitch 
Comedy,275847,Lilo & Stitch 
Drama,275847,Lilo & Stitch 
Family,275847,Lilo & Stitch 
Fantasy,275847,Lilo & Stitch 
Sci-Fi,275847,Lilo & Stitch 
Comedy,413895,Charlotte's Web 
Family,413895,Charlotte's Web 
Fantasy,413895,Charlotte's Web 
Action,120647,Deep Impact 
Drama,120647,Deep Impact 
Romance,120647,Deep Impact 
Sci-Fi,120647,Deep Impact 
Thriller,120647,Deep Impact 
Action,1821694,RED 2 
Comedy,1821694,RED 2 
Crime,1821694,RED 2 
Thriller,1821694,RED 2 
Comedy,398165,The Longest Yard 
Crime,398165,The Longest Yard 
Sport,398165,The Longest Yard 
Adventure,1615918,Alvin and the Chipmunks: Chipwrecked 
Animation,1615918,Alvin and the Chipmunks: Chipwrecked 
Comedy,1615918,Alvin and the Chipmunks: Chipwrecked 
Family,1615918,Alvin and the Chipmunks: Chipwrecked 
Fantasy,1615918,Alvin and the Chipmunks: Chipwrecked 
Music,1615918,Alvin and the Chipmunks: Chipwrecked 
Comedy,2191701,Grown Ups 2 
Action,425061,Get Smart 
Adventure,425061,Get Smart 
Comedy,425061,Get Smart 
Comedy,337741,Something's Gotta Give 
Drama,337741,Something's Gotta Give 
Romance,337741,Something's Gotta Give 
Mystery,1130884,Shutter Island 
Thriller,1130884,Shutter Island 
Comedy,369436,Four Christmases 
Drama,369436,Four Christmases 
Romance,369436,Four Christmases 
Adventure,358082,Robots 
Animation,358082,Robots 
Comedy,358082,Robots 
Family,358082,Robots 
Sci-Fi,358082,Robots 
Action,119094,Face/Off 
Crime,119094,Face/Off 
Sci-Fi,119094,Face/Off 
Thriller,119094,Face/Off 
Comedy,960731,Bedtime Stories 
Family,960731,Bedtime Stories 
Fantasy,960731,Bedtime Stories 
Romance,960731,Bedtime Stories 
Crime,257044,Road to Perdition 
Drama,257044,Road to Perdition 
Thriller,257044,Road to Perdition 
Comedy,1564367,Just Go with It 
Romance,1564367,Just Go with It 
Action,3322312,Daredevil             
Adventure,3322312,Daredevil             
Crime,3322312,Daredevil             
Drama,3322312,Daredevil             
Sci-Fi,3322312,Daredevil             
Thriller,3322312,Daredevil             
Action,118880,Con Air 
Crime,118880,Con Air 
Thriller,118880,Con Air 
Action,1059786,Eagle Eye 
Mystery,1059786,Eagle Eye 
Thriller,1059786,Eagle Eye 
Adventure,159365,Cold Mountain 
Drama,159365,Cold Mountain 
History,159365,Cold Mountain 
Romance,159365,Cold Mountain 
War,159365,Cold Mountain 
Action,1037705,The Book of Eli 
Adventure,1037705,The Book of Eli 
Drama,1037705,The Book of Eli 
Thriller,1037705,The Book of Eli 
Comedy,119137,Flubber 
Family,119137,Flubber 
Sci-Fi,119137,Flubber 
Fantasy,171363,The Haunting 
Horror,171363,The Haunting 
Mystery,171363,The Haunting 
Thriller,171363,The Haunting 
Adventure,117705,Space Jam 
Animation,117705,Space Jam 
Comedy,117705,Space Jam 
Family,117705,Space Jam 
Fantasy,117705,Space Jam 
Sci-Fi,117705,Space Jam 
Sport,117705,Space Jam 
Adventure,383216,The Pink Panther 
Comedy,383216,The Pink Panther 
Crime,383216,The Pink Panther 
Family,383216,The Pink Panther 
Mystery,383216,The Pink Panther 
Action,118883,Conspiracy Theory 
Crime,118883,Conspiracy Theory 
Mystery,118883,Conspiracy Theory 
Romance,118883,Conspiracy Theory 
Thriller,118883,Conspiracy Theory 
Action,2713180,Fury 
Drama,2713180,Fury 
War,2713180,Fury 
Action,120828,Six Days Seven Nights 
Adventure,120828,Six Days Seven Nights 
Comedy,120828,Six Days Seven Nights 
Romance,120828,Six Days Seven Nights 
Adventure,1302067,Yogi Bear 
Animation,1302067,Yogi Bear 
Comedy,1302067,Yogi Bear 
Family,1302067,Yogi Bear 
Adventure,166813,Spirit: Stallion of the Cimarron 
Animation,166813,Spirit: Stallion of the Cimarron 
Family,166813,Spirit: Stallion of the Cimarron 
Western,166813,Spirit: Stallion of the Cimarron 
Comedy,1222817,Zookeeper 
Family,1222817,Zookeeper 
Romance,1222817,Zookeeper 
Action,120738,Lost in Space 
Adventure,120738,Lost in Space 
Family,120738,Lost in Space 
Sci-Fi,120738,Lost in Space 
Thriller,120738,Lost in Space 
Drama,368008,The Manchurian Candidate 
Mystery,368008,The Manchurian Candidate 
Sci-Fi,368008,The Manchurian Candidate 
Thriller,368008,The Manchurian Candidate 
Drama,119033,Déjà Vu 
Romance,119033,Déjà Vu 
Animation,2510894,Hotel Transylvania 2 
Comedy,2510894,Hotel Transylvania 2 
Family,2510894,Hotel Transylvania 2 
Fantasy,2510894,Hotel Transylvania 2 
Comedy,57733,Bewitched             
Family,57733,Bewitched             
Fantasy,57733,Bewitched             
Animation,120910,Fantasia 2000 
Family,120910,Fantasia 2000 
Fantasy,120910,Fantasia 2000 
Music,120910,Fantasia 2000 
Action,268695,The Time Machine 
Adventure,268695,The Time Machine 
Sci-Fi,268695,The Time Machine 
Action,120751,Mighty Joe Young 
Adventure,120751,Mighty Joe Young 
Family,120751,Mighty Joe Young 
Fantasy,120751,Mighty Joe Young 
Thriller,120751,Mighty Joe Young 
Action,244244,Swordfish 
Crime,244244,Swordfish 
Thriller,244244,Swordfish 
Action,386140,The Legend of Zorro 
Adventure,386140,The Legend of Zorro 
Western,386140,The Legend of Zorro 
Drama,120889,What Dreams May Come 
Fantasy,120889,What Dreams May Come 
Romance,120889,What Dreams May Come 
Comedy,185431,Little Nicky 
Fantasy,185431,Little Nicky 
Action,355295,The Brothers Grimm 
Adventure,355295,The Brothers Grimm 
Comedy,355295,The Brothers Grimm 
Fantasy,355295,The Brothers Grimm 
Thriller,355295,The Brothers Grimm 
Action,116996,Mars Attacks! 
Comedy,116996,Mars Attacks! 
Sci-Fi,116996,Mars Attacks! 
Drama,4291590,Evolution 
Horror,4291590,Evolution 
Mystery,4291590,Evolution 
Sci-Fi,4291590,Evolution 
Action,119051,The Edge 
Adventure,119051,The Edge 
Drama,119051,The Edge 
Thriller,119051,The Edge 
Action,986263,Surrogates 
Sci-Fi,986263,Surrogates 
Thriller,986263,Surrogates 
Drama,146309,Thirteen Days 
History,146309,Thirteen Days 
Thriller,146309,Thirteen Days 
Action,116040,Daylight 
Adventure,116040,Daylight 
Drama,116040,Daylight 
Thriller,116040,Daylight 
Adventure,1762399,Walking with Dinosaurs 3D 
Animation,1762399,Walking with Dinosaurs 3D 
Family,1762399,Walking with Dinosaurs 3D 
Action,185183,Battlefield Earth 
Adventure,185183,Battlefield Earth 
Sci-Fi,185183,Battlefield Earth 
Adventure,318155,Looney Tunes: Back in Action 
Animation,318155,Looney Tunes: Back in Action 
Comedy,318155,Looney Tunes: Back in Action 
Family,318155,Looney Tunes: Back in Action 
Fantasy,318155,Looney Tunes: Back in Action 
Sci-Fi,318155,Looney Tunes: Back in Action 
Drama,875034,Nine 
Musical,875034,Nine 
Romance,875034,Nine 
Action,300556,Timeline 
Adventure,300556,Timeline 
Sci-Fi,300556,Timeline 
Action,119925,The Postman 
Adventure,119925,The Postman 
Drama,119925,The Postman 
Sci-Fi,119925,The Postman 
Adventure,120595,Babe: Pig in the City 
Comedy,120595,Babe: Pig in the City 
Drama,120595,Babe: Pig in the City 
Family,120595,Babe: Pig in the City 
Fantasy,120595,Babe: Pig in the City 
Action,1618442,The Last Witch Hunter 
Adventure,1618442,The Last Witch Hunter 
Fantasy,1618442,The Last Witch Hunter 
Action,199753,Red Planet 
Sci-Fi,199753,Red Planet 
Thriller,199753,Red Planet 
Adventure,344854,Arthur and the Invisibles 
Animation,344854,Arthur and the Invisibles 
Family,344854,Arthur and the Invisibles 
Fantasy,344854,Arthur and the Invisibles 
Documentary,765128,Oceans 
Drama,765128,Oceans 
Action,318081,A Sound of Thunder 
Adventure,318081,A Sound of Thunder 
Horror,318081,A Sound of Thunder 
Sci-Fi,318081,A Sound of Thunder 
Thriller,318081,A Sound of Thunder 
Action,1921064,Pompeii 
Adventure,1921064,Pompeii 
Drama,1921064,Pompeii 
History,1921064,Pompeii 
Romance,1921064,Pompeii 
Animation,4057916,Top Cat Begins 
Family,4057916,Top Cat Begins 
Biography,268978,A Beautiful Mind 
Drama,268978,A Beautiful Mind 
Adventure,110357,The Lion King 
Animation,110357,The Lion King 
Drama,110357,The Lion King 
Family,110357,The Lion King 
Musical,110357,The Lion King 
Action,1397514,Journey 2: The Mysterious Island 
Adventure,1397514,Journey 2: The Mysterious Island 
Comedy,1397514,Journey 2: The Mysterious Island 
Family,1397514,Journey 2: The Mysterious Island 
Fantasy,1397514,Journey 2: The Mysterious Island 
Sci-Fi,1397514,Journey 2: The Mysterious Island 
Animation,1985966,Cloudy with a Chance of Meatballs 2 
Comedy,1985966,Cloudy with a Chance of Meatballs 2 
Family,1985966,Cloudy with a Chance of Meatballs 2 
Fantasy,1985966,Cloudy with a Chance of Meatballs 2 
Sci-Fi,1985966,Cloudy with a Chance of Meatballs 2 
Crime,289765,Red Dragon 
Drama,289765,Red Dragon 
Thriller,289765,Red Dragon 
Action,317648,Hidalgo 
Adventure,317648,Hidalgo 
Western,317648,Hidalgo 
Comedy,810913,Jack and Jill 
Action,322259,2 Fast 2 Furious 
Crime,322259,2 Fast 2 Furious 
Thriller,322259,2 Fast 2 Furious 
Adventure,1754656,The Little Prince 
Animation,1754656,The Little Prince 
Drama,1754656,The Little Prince 
Family,1754656,The Little Prince 
Fantasy,1754656,The Little Prince 
Sci-Fi,427392,The Invasion 
Thriller,427392,The Invasion 
Adventure,131704,The Adventures of Rocky & Bullwinkle 
Animation,131704,The Adventures of Rocky & Bullwinkle 
Comedy,131704,The Adventures of Rocky & Bullwinkle 
Family,131704,The Adventures of Rocky & Bullwinkle 
Fantasy,131704,The Adventures of Rocky & Bullwinkle 
Animation,2709768,The Secret Life of Pets 
Comedy,2709768,The Secret Life of Pets 
Family,2709768,The Secret Life of Pets 
Action,311429,The League of Extraordinary Gentlemen 
Adventure,311429,The League of Extraordinary Gentlemen 
Fantasy,311429,The League of Extraordinary Gentlemen 
Sci-Fi,311429,The League of Extraordinary Gentlemen 
Animation,1690953,Despicable Me 2 
Comedy,1690953,Despicable Me 2 
Family,1690953,Despicable Me 2 
Sci-Fi,1690953,Despicable Me 2 
Action,116629,Independence Day 
Adventure,116629,Independence Day 
Sci-Fi,116629,Independence Day 
Action,119567,The Lost World: Jurassic Park 
Adventure,119567,The Lost World: Jurassic Park 
Sci-Fi,119567,The Lost World: Jurassic Park 
Adventure,351283,Madagascar 
Animation,351283,Madagascar 
Comedy,351283,Madagascar 
Family,351283,Madagascar 
Drama,206634,Children of Men 
Sci-Fi,206634,Children of Men 
Thriller,206634,Children of Men 
Action,120903,X-Men 
Adventure,120903,X-Men 
Sci-Fi,120903,X-Men 
Action,493464,Wanted 
Crime,493464,Wanted 
Fantasy,493464,Wanted 
Thriller,493464,Wanted 
Action,117500,The Rock 
Adventure,117500,The Rock 
Thriller,117500,The Rock 
Action,438097,Ice Age: The Meltdown 
Adventure,438097,Ice Age: The Meltdown 
Animation,438097,Ice Age: The Meltdown 
Comedy,438097,Ice Age: The Meltdown 
Family,438097,Ice Age: The Meltdown 
Fantasy,438097,Ice Age: The Meltdown 
Comedy,343660,50 First Dates 
Romance,343660,50 First Dates 
Comedy,427327,Hairspray 
Drama,427327,Hairspray 
Family,427327,Hairspray 
Music,427327,Hairspray 
Musical,427327,Hairspray 
Romance,427327,Hairspray 
Horror,204313,Exorcist: The Beginning 
Mystery,204313,Exorcist: The Beginning 
Thriller,204313,Exorcist: The Beginning 
Action,141369,Inspector Gadget 
Adventure,141369,Inspector Gadget 
Comedy,141369,Inspector Gadget 
Family,141369,Inspector Gadget 
Sci-Fi,141369,Inspector Gadget 
Crime,1670345,Now You See Me 
Mystery,1670345,Now You See Me 
Thriller,1670345,Now You See Me 
Comedy,1375670,Grown Ups 
Comedy,362227,The Terminal 
Drama,362227,The Terminal 
Drama,3489184,Constantine             
Fantasy,3489184,Constantine             
Horror,3489184,Constantine             
Thriller,3489184,Constantine             
Comedy,785006,Hotel for Dogs 
Family,785006,Hotel for Dogs 
Action,190865,Vertical Limit 
Adventure,190865,Vertical Limit 
Drama,190865,Vertical Limit 
Thriller,190865,Vertical Limit 
Biography,472062,Charlie Wilson's War 
Comedy,472062,Charlie Wilson's War 
Drama,472062,Charlie Wilson's War 
History,472062,Charlie Wilson's War 
Adventure,307453,Shark Tale 
Animation,307453,Shark Tale 
Comedy,307453,Shark Tale 
Family,307453,Shark Tale 
Drama,443489,Dreamgirls 
Music,443489,Dreamgirls 
Musical,443489,Dreamgirls 
Crime,874936,Life             
Drama,874936,Life             
Mystery,874936,Life             
Comedy,377471,Be Cool 
Crime,377471,Be Cool 
Music,377471,Be Cool 
Drama,408306,Munich 
History,408306,Munich 
Thriller,408306,Munich 
Action,314353,Tears of the Sun 
Drama,314353,Tears of the Sun 
Thriller,314353,Tears of the Sun 
War,314353,Tears of the Sun 
Action,1103153,Killers 
Comedy,1103153,Killers 
Romance,1103153,Killers 
Thriller,1103153,Killers 
Action,1638355,The Man from U.N.C.L.E. 
Adventure,1638355,The Man from U.N.C.L.E. 
Comedy,1638355,The Man from U.N.C.L.E. 
Comedy,371246,Spanglish 
Drama,371246,Spanglish 
Romance,371246,Spanglish 
Animation,385880,Monster House 
Comedy,385880,Monster House 
Family,385880,Monster House 
Fantasy,385880,Monster House 
Mystery,385880,Monster House 
Comedy,219965,Bandits 
Crime,219965,Bandits 
Drama,219965,Bandits 
Romance,219965,Bandits 
Action,113071,First Knight 
Adventure,113071,First Knight 
Romance,113071,First Knight 
Thriller,113071,First Knight 
Drama,166485,Anna and the King 
History,166485,Anna and the King 
Romance,166485,Anna and the King 
Action,1253864,Immortals 
Drama,1253864,Immortals 
Fantasy,1253864,Immortals 
Romance,1253864,Immortals 
Action,340163,Hostage 
Crime,340163,Hostage 
Drama,340163,Hostage 
Mystery,340163,Hostage 
Thriller,340163,Hostage 
Action,120913,Titan A.E. 
Adventure,120913,Titan A.E. 
Animation,120913,Titan A.E. 
Family,120913,Titan A.E. 
Sci-Fi,120913,Titan A.E. 
Action,329717,Hollywood Homicide 
Comedy,329717,Hollywood Homicide 
Crime,329717,Hollywood Homicide 
Thriller,329717,Hollywood Homicide 
Action,120157,Soldier 
Drama,120157,Soldier 
Sci-Fi,120157,Soldier 
Drama,806203,Carriers 
Horror,806203,Carriers 
Sci-Fi,806203,Carriers 
Thriller,806203,Carriers 
Animation,166276,Monkeybone 
Comedy,166276,Monkeybone 
Fantasy,166276,Monkeybone 
Action,377062,Flight of the Phoenix 
Adventure,377062,Flight of the Phoenix 
Drama,377062,Flight of the Phoenix 
Thriller,377062,Flight of the Phoenix 
Drama,217869,Unbreakable 
Mystery,217869,Unbreakable 
Sci-Fi,217869,Unbreakable 
Thriller,217869,Unbreakable 
Action,2293640,Minions 
Animation,2293640,Minions 
Comedy,2293640,Minions 
Family,2293640,Minions 
Sci-Fi,2293640,Minions 
Action,978764,Sucker Punch 
Fantasy,978764,Sucker Punch 
Crime,120832,Snake Eyes 
Mystery,120832,Snake Eyes 
Thriller,120832,Snake Eyes 
Drama,120184,Sphere 
Mystery,120184,Sphere 
Sci-Fi,120184,Sphere 
Thriller,120184,Sphere 
Action,1985949,The Angry Birds Movie 
Animation,1985949,The Angry Birds Movie 
Comedy,1985949,The Angry Birds Movie 
Family,1985949,The Angry Birds Movie 
Action,770752,Fool's Gold 
Adventure,770752,Fool's Gold 
Comedy,770752,Fool's Gold 
Romance,770752,Fool's Gold 
Thriller,770752,Fool's Gold 
Comedy,1201167,Funny People 
Drama,1201167,Funny People 
Action,431197,The Kingdom 
Drama,431197,The Kingdom 
Thriller,431197,The Kingdom 
Action,415306,Talladega Nights: The Ballad of Ricky Bobby 
Comedy,415306,Talladega Nights: The Ballad of Ricky Bobby 
Sport,415306,Talladega Nights: The Ballad of Ricky Bobby 
Comedy,240462,Dr. Dolittle 2 
Family,240462,Dr. Dolittle 2 
Fantasy,240462,Dr. Dolittle 2 
Biography,112573,Braveheart 
Drama,112573,Braveheart 
History,112573,Braveheart 
War,112573,Braveheart 
Action,418763,Jarhead 
Drama,418763,Jarhead 
War,418763,Jarhead 
Adventure,462538,The Simpsons Movie 
Animation,462538,The Simpsons Movie 
Comedy,462538,The Simpsons Movie 
Drama,268995,The Majestic 
Romance,268995,The Majestic 
Action,132245,Driven 
Drama,132245,Driven 
Sport,132245,Driven 
Adventure,338512,Two Brothers 
Drama,338512,Two Brothers 
Family,338512,Two Brothers 
Drama,368447,The Village 
Mystery,368447,The Village 
Romance,368447,The Village 
Thriller,368447,The Village 
Comedy,118998,Doctor Dolittle 
Family,118998,Doctor Dolittle 
Fantasy,118998,Doctor Dolittle 
Drama,286106,Signs 
Sci-Fi,286106,Signs 
Thriller,286106,Signs 
Adventure,298148,Shrek 2 
Animation,298148,Shrek 2 
Comedy,298148,Shrek 2 
Family,298148,Shrek 2 
Fantasy,298148,Shrek 2 
Romance,298148,Shrek 2 
Adventure,317219,Cars 
Animation,317219,Cars 
Comedy,317219,Cars 
Family,317219,Cars 
Sport,317219,Cars 
Comedy,163187,Runaway Bride 
Romance,163187,Runaway Bride 
Action,295701,xXx 
Adventure,295701,xXx 
Thriller,295701,xXx 
Adventure,2279373,The SpongeBob Movie: Sponge Out of Water 
Animation,2279373,The SpongeBob Movie: Sponge Out of Water 
Comedy,2279373,The SpongeBob Movie: Sponge Out of Water 
Family,2279373,The SpongeBob Movie: Sponge Out of Water 
Fantasy,2279373,The SpongeBob Movie: Sponge Out of Water 
Crime,117438,Ransom 
Thriller,117438,Ransom 
Adventure,361748,Inglourious Basterds 
Drama,361748,Inglourious Basterds 
War,361748,Inglourious Basterds 
Adventure,102057,Hook 
Comedy,102057,Hook 
Family,102057,Hook 
Fantasy,102057,Hook 
Action,1267297,Hercules 
Adventure,1267297,Hercules 
Action,99423,Die Hard 2 
Thriller,99423,Die Hard 2 
Action,257076,S.W.A.T. 
Adventure,257076,S.W.A.T. 
Crime,257076,S.W.A.T. 
Thriller,257076,S.W.A.T. 
Adventure,2647544,Sleepy Hollow             
Drama,2647544,Sleepy Hollow             
Fantasy,2647544,Sleepy Hollow             
Mystery,2647544,Sleepy Hollow             
Thriller,2647544,Sleepy Hollow             
Fantasy,259711,Vanilla Sky 
Mystery,259711,Vanilla Sky 
Romance,259711,Vanilla Sky 
Sci-Fi,259711,Vanilla Sky 
Thriller,259711,Vanilla Sky 
Drama,452637,Lady in the Water 
Fantasy,452637,Lady in the Water 
Mystery,452637,Lady in the Water 
Thriller,452637,Lady in the Water 
Action,370263,AVP: Alien vs. Predator 
Horror,370263,AVP: Alien vs. Predator 
Sci-Fi,370263,AVP: Alien vs. Predator 
Thriller,370263,AVP: Alien vs. Predator 
Animation,1231580,Alvin and the Chipmunks: The Squeakquel 
Comedy,1231580,Alvin and the Chipmunks: The Squeakquel 
Family,1231580,Alvin and the Chipmunks: The Squeakquel 
Fantasy,1231580,Alvin and the Chipmunks: The Squeakquel 
Music,1231580,Alvin and the Chipmunks: The Squeakquel 
Action,277434,We Were Soldiers 
Drama,277434,We Were Soldiers 
History,277434,We Were Soldiers 
War,277434,We Were Soldiers 
Action,2302755,Olympus Has Fallen 
Thriller,2302755,Olympus Has Fallen 
Action,120844,Star Trek: Insurrection 
Adventure,120844,Star Trek: Insurrection 
Sci-Fi,120844,Star Trek: Insurrection 
Thriller,120844,Star Trek: Insurrection 
Action,1217613,Battle Los Angeles 
Sci-Fi,1217613,Battle Los Angeles 
Adventure,319061,Big Fish 
Drama,319061,Big Fish 
Fantasy,319061,Big Fish 
Drama,111742,Wolf 
Horror,111742,Wolf 
Romance,111742,Wolf 
Thriller,111742,Wolf 
Drama,1568911,War Horse 
War,1568911,War Horse 
Drama,2177771,The Monuments Men 
War,2177771,The Monuments Men 
Adventure,96754,The Abyss 
Drama,96754,The Abyss 
Sci-Fi,96754,The Abyss 
Thriller,96754,The Abyss 
Drama,1027718,Wall Street: Money Never Sleeps 
Action,829150,Dracula Untold 
Drama,829150,Dracula Untold 
Fantasy,829150,Dracula Untold 
Horror,829150,Dracula Untold 
War,829150,Dracula Untold 
Action,133952,The Siege 
Thriller,133952,The Siege 
Adventure,486655,Stardust 
Family,486655,Stardust 
Fantasy,486655,Stardust 
Romance,486655,Stardust 
Adventure,120102,Seven Years in Tibet 
Biography,120102,Seven Years in Tibet 
Drama,120102,Seven Years in Tibet 
History,120102,Seven Years in Tibet 
War,120102,Seven Years in Tibet 
Comedy,1578275,The Dilemma 
Drama,1578275,The Dilemma 
Action,280486,Bad Company 
Adventure,280486,Bad Company 
Comedy,280486,Bad Company 
Thriller,280486,Bad Company 
Action,419706,Doom 
Adventure,419706,Doom 
Horror,419706,Doom 
Sci-Fi,419706,Doom 
Action,297181,I Spy 
Adventure,297181,I Spy 
Comedy,297181,I Spy 
Thriller,297181,I Spy 
Action,1496025,Underworld: Awakening 
Fantasy,1496025,Underworld: Awakening 
Horror,1496025,Underworld: Awakening 
Comedy,1336608,Rock of Ages 
Drama,1336608,Rock of Ages 
Musical,1336608,Rock of Ages 
Romance,1336608,Rock of Ages 
Drama,251114,Hart's War 
War,251114,Hart's War 
Action,1448755,Killer Elite 
Crime,1448755,Killer Elite 
Thriller,1448755,Killer Elite 
Action,246894,Rollerball 
Sci-Fi,246894,Rollerball 
Sport,246894,Rollerball 
Action,308208,Ballistic: Ecks vs. Sever 
Crime,308208,Ballistic: Ecks vs. Sever 
Sci-Fi,308208,Ballistic: Ecks vs. Sever 
Thriller,308208,Ballistic: Ecks vs. Sever 
Action,120696,Hard Rain 
Crime,120696,Hard Rain 
Drama,120696,Hard Rain 
Thriller,120696,Hard Rain 
Action,181739,Osmosis Jones 
Adventure,181739,Osmosis Jones 
Animation,181739,Osmosis Jones 
Comedy,181739,Osmosis Jones 
Crime,181739,Osmosis Jones 
Family,181739,Osmosis Jones 
Fantasy,181739,Osmosis Jones 
Adventure,884726,Legends of Oz: Dorothy's Return 
Animation,884726,Legends of Oz: Dorothy's Return 
Family,884726,Legends of Oz: Dorothy's Return 
Fantasy,884726,Legends of Oz: Dorothy's Return 
Musical,884726,Legends of Oz: Dorothy's Return 
Action,2717822,Blackhat 
Crime,2717822,Blackhat 
Drama,2717822,Blackhat 
Mystery,2717822,Blackhat 
Thriller,2717822,Blackhat 
Action,346156,Sky Captain and the World of Tomorrow 
Adventure,346156,Sky Captain and the World of Tomorrow 
Mystery,346156,Sky Captain and the World of Tomorrow 
Sci-Fi,346156,Sky Captain and the World of Tomorrow 
Thriller,346156,Sky Captain and the World of Tomorrow 
Crime,430912,Basic Instinct 2 
Mystery,430912,Basic Instinct 2 
Thriller,430912,Basic Instinct 2 
Action,1211956,Escape Plan 
Crime,1211956,Escape Plan 
Mystery,1211956,Escape Plan 
Sci-Fi,1211956,Escape Plan 
Thriller,1211956,Escape Plan 
Action,1043726,The Legend of Hercules 
Adventure,1043726,The Legend of Hercules 
Fantasy,1043726,The Legend of Hercules 
Action,164184,The Sum of All Fears 
Drama,164184,The Sum of All Fears 
Thriller,164184,The Sum of All Fears 
Adventure,1325004,The Twilight Saga: Eclipse 
Drama,1325004,The Twilight Saga: Eclipse 
Fantasy,1325004,The Twilight Saga: Eclipse 
Romance,1325004,The Twilight Saga: Eclipse 
Crime,227445,The Score 
Drama,227445,The Score 
Thriller,227445,The Score 
Animation,1323594,Despicable Me 
Comedy,1323594,Despicable Me 
Family,1323594,Despicable Me 
Action,113845,Money Train 
Comedy,113845,Money Train 
