director_name,movie_id,movie_title,duration
Wych Kaosayananda,308208,Ballistic: Ecks vs. Sever ,91
Wych Kaosayananda,308208,Ballistic: Ecks vs. Sever ,91
Wych Kaosayananda,308208,Ballistic: Ecks vs. Sever ,91
Mikael Salomon,120696,Hard Rain ,97
Mikael Salomon,120696,Hard Rain ,97
Mikael Salomon,120696,Hard Rain ,97
Mikael Salomon,120696,Hard Rain ,97
Bobby Farrelly,181739,Osmosis Jones ,95
Bobby Farrelly,181739,Osmosis Jones ,95
Bobby Farrelly,181739,Osmosis Jones ,95
Bobby Farrelly,181739,Osmosis Jones ,95
Bobby Farrelly,181739,Osmosis Jones ,95
Bobby Farrelly,181739,Osmosis Jones ,95
Bobby Farrelly,181739,Osmosis Jones ,95
Will Finn,884726,Legends of Oz: Dorothy's Return ,88
Will Finn,884726,Legends of Oz: Dorothy's Return ,88
Will Finn,884726,Legends of Oz: Dorothy's Return ,88
Will Finn,884726,Legends of Oz: Dorothy's Return ,88
Will Finn,884726,Legends of Oz: Dorothy's Return ,88
Michael Mann,2717822,Blackhat ,133
Michael Mann,2717822,Blackhat ,133
Michael Mann,2717822,Blackhat ,133
Michael Mann,2717822,Blackhat ,133
Michael Mann,2717822,Blackhat ,133
Kerry Conran,346156,Sky Captain and the World of Tomorrow ,106
Kerry Conran,346156,Sky Captain and the World of Tomorrow ,106
Kerry Conran,346156,Sky Captain and the World of Tomorrow ,106
Kerry Conran,346156,Sky Captain and the World of Tomorrow ,106
Kerry Conran,346156,Sky Captain and the World of Tomorrow ,106
Michael Caton-Jones,430912,Basic Instinct 2 ,116
Michael Caton-Jones,430912,Basic Instinct 2 ,116
Michael Caton-Jones,430912,Basic Instinct 2 ,116
Mikael Håfström,1211956,Escape Plan ,115
Mikael Håfström,1211956,Escape Plan ,115
Mikael Håfström,1211956,Escape Plan ,115
Mikael Håfström,1211956,Escape Plan ,115
Mikael Håfström,1211956,Escape Plan ,115
Renny Harlin,1043726,The Legend of Hercules ,99
Renny Harlin,1043726,The Legend of Hercules ,99
Renny Harlin,1043726,The Legend of Hercules ,99
Phil Alden Robinson,164184,The Sum of All Fears ,124
Phil Alden Robinson,164184,The Sum of All Fears ,124
Phil Alden Robinson,164184,The Sum of All Fears ,124
David Slade,1325004,The Twilight Saga: Eclipse ,124
David Slade,1325004,The Twilight Saga: Eclipse ,124
David Slade,1325004,The Twilight Saga: Eclipse ,124
David Slade,1325004,The Twilight Saga: Eclipse ,124
Frank Oz,227445,The Score ,124
Frank Oz,227445,The Score ,124
Frank Oz,227445,The Score ,124
Pierre Coffin,1323594,Despicable Me ,87
Pierre Coffin,1323594,Despicable Me ,87
Pierre Coffin,1323594,Despicable Me ,87
Joseph Ruben,113845,Money Train ,105
Joseph Ruben,113845,Money Train ,105
Joseph Ruben,113845,Money Train ,105
Joseph Ruben,113845,Money Train ,105
Joseph Ruben,113845,Money Train ,105
Seth MacFarlane,2637276,Ted 2 ,125
Alejandro Amenábar,1186830,Agora ,141
Alejandro Amenábar,1186830,Agora ,141
Alejandro Amenábar,1186830,Agora ,141
Alejandro Amenábar,1186830,Agora ,141
Kinka Usher,132347,Mystery Men ,121
Kinka Usher,132347,Mystery Men ,121
Kinka Usher,132347,Mystery Men ,121
Kinka Usher,132347,Mystery Men ,121
Bobby Farrelly,480687,Hall Pass ,111
Bobby Farrelly,480687,Hall Pass ,111
Michael Mann,140352,The Insider ,157
Michael Mann,140352,The Insider ,157
Michael Mann,140352,The Insider ,157
Craig Gillespie,2025690,The Finest Hours ,117
Craig Gillespie,2025690,The Finest Hours ,117
Craig Gillespie,2025690,The Finest Hours ,117
Craig Gillespie,2025690,The Finest Hours ,117
Ridley Scott,758774,Body of Lies ,128
Ridley Scott,758774,Body of Lies ,128
Ridley Scott,758774,Body of Lies ,128
Jay Roach,427152,Dinner for Schmucks ,114
Timur Bekmambetov,1611224,Abraham Lincoln: Vampire Hunter ,105
Timur Bekmambetov,1611224,Abraham Lincoln: Vampire Hunter ,105
Timur Bekmambetov,1611224,Abraham Lincoln: Vampire Hunter ,105
Jon Amiel,137494,Entrapment ,113
Jon Amiel,137494,Entrapment ,113
Jon Amiel,137494,Entrapment ,113
Jon Amiel,137494,Entrapment ,113
,1828327,Last Man Standing             ,30
Rob Bowman,120902,The X Files ,121
Rob Bowman,120902,The X Files ,121
Rob Bowman,120902,The X Files ,121
Rob Bowman,120902,The X Files ,121
Doug Lefler,462396,The Last Legion ,102
Doug Lefler,462396,The Last Legion ,102
Doug Lefler,462396,The Last Legion ,102
Doug Lefler,462396,The Last Legion ,102
Steven Spielberg,120815,Saving Private Ryan ,169
Steven Spielberg,120815,Saving Private Ryan ,169
Steven Spielberg,120815,Saving Private Ryan ,169
Scott Waugh,2369135,Need for Speed ,132
Scott Waugh,2369135,Need for Speed ,132
Scott Waugh,2369135,Need for Speed ,132
Scott Waugh,2369135,Need for Speed ,132
Nancy Meyers,207201,What Women Want ,127
Nancy Meyers,207201,What Women Want ,127
Nancy Meyers,207201,What Women Want ,127
Chris Wedge,268380,Ice Age ,103
Chris Wedge,268380,Ice Age ,103
Chris Wedge,268380,Ice Age ,103
Chris Wedge,268380,Ice Age ,103
Lawrence Kasdan,285531,Dreamcatcher ,136
Lawrence Kasdan,285531,Dreamcatcher ,136
Lawrence Kasdan,285531,Dreamcatcher ,136
Lawrence Kasdan,285531,Dreamcatcher ,136
Steven Spielberg,443272,Lincoln ,150
Steven Spielberg,443272,Lincoln ,150
Steven Spielberg,443272,Lincoln ,150
Steven Spielberg,443272,Lincoln ,150
Lana Wachowski,133093,The Matrix ,136
Lana Wachowski,133093,The Matrix ,136
Ron Howard,112384,Apollo 13 ,140
Ron Howard,112384,Apollo 13 ,140
Ron Howard,112384,Apollo 13 ,140
Paul Verhoeven,100802,Total Recall ,113
Paul Verhoeven,100802,Total Recall ,113
Michael Lembeck,304669,The Santa Clause 2 ,104
Michael Lembeck,304669,The Santa Clause 2 ,104
Michael Lembeck,304669,The Santa Clause 2 ,104
Tom Hooper,1707386,Les Misérables ,158
Tom Hooper,1707386,Les Misérables ,158
Tom Hooper,1707386,Les Misérables ,158
Nora Ephron,128853,You've Got Mail ,119
Nora Ephron,128853,You've Got Mail ,119
Nora Ephron,128853,You've Got Mail ,119
Adam McKay,838283,Step Brothers ,106
Martin Campbell,120746,The Mask of Zorro ,136
Martin Campbell,120746,The Mask of Zorro ,136
Martin Campbell,120746,The Mask of Zorro ,136
Martin Campbell,120746,The Mask of Zorro ,136
Martin Campbell,120746,The Mask of Zorro ,136
Martin Campbell,120746,The Mask of Zorro ,136
Todd Phillips,1231583,Due Date ,95
Todd Phillips,1231583,Due Date ,95
Clint Eastwood,186566,Space Cowboys ,130
Clint Eastwood,186566,Space Cowboys ,130
Clint Eastwood,186566,Space Cowboys ,130
Renny Harlin,106582,Cliffhanger ,124
Renny Harlin,106582,Cliffhanger ,124
Renny Harlin,106582,Cliffhanger ,124
John Woo,115759,Broken Arrow ,108
John Woo,115759,Broken Arrow ,108
John Woo,115759,Broken Arrow ,108
Jon Turteltaub,219854,The Kid ,104
Jon Turteltaub,219854,The Kid ,104
Jon Turteltaub,219854,The Kid ,104
Oliver Stone,469641,World Trade Center ,129
Oliver Stone,469641,World Trade Center ,129
Oliver Stone,469641,World Trade Center ,129
Mike Newell,304415,Mona Lisa Smile ,117
Larry Charles,1645170,The Dictator ,99
Larry Charles,1645170,The Dictator ,99
Stanley Kubrick,120663,Eyes Wide Shut ,159
Stanley Kubrick,120663,Eyes Wide Shut ,159
Stanley Kubrick,120663,Eyes Wide Shut ,159
Will Gluck,1823664,Annie ,118
Will Gluck,1823664,Annie ,118
Will Gluck,1823664,Annie ,118
Will Gluck,1823664,Annie ,118
Glenn Ficarra,2381941,Focus ,105
Glenn Ficarra,2381941,Focus ,105
Glenn Ficarra,2381941,Focus ,105
Glenn Ficarra,2381941,Focus ,105
McG,1596350,This Means War ,103
McG,1596350,This Means War ,103
McG,1596350,This Means War ,103
David S. Goyer,359013,Blade: Trinity ,122
David S. Goyer,359013,Blade: Trinity ,122
David S. Goyer,359013,Blade: Trinity ,122
David S. Goyer,359013,Blade: Trinity ,122
David S. Goyer,359013,Blade: Trinity ,122
David S. Goyer,359013,Blade: Trinity ,122
John Milius,87985,Red Dawn ,114
John Milius,87985,Red Dawn ,114
John Milius,87985,Red Dawn ,114
Mike Nichols,119942,Primary Colors ,143
Mike Nichols,119942,Primary Colors ,143
Paul W.S. Anderson,1855325,Resident Evil: Retribution ,96
Paul W.S. Anderson,1855325,Resident Evil: Retribution ,96
Paul W.S. Anderson,1855325,Resident Evil: Retribution ,96
Paul W.S. Anderson,1855325,Resident Evil: Retribution ,96
Paul W.S. Anderson,452608,Death Race ,111
Paul W.S. Anderson,452608,Death Race ,111
Paul W.S. Anderson,452608,Death Race ,111
Renny Harlin,116908,The Long Kiss Goodnight ,121
Renny Harlin,116908,The Long Kiss Goodnight ,121
Renny Harlin,116908,The Long Kiss Goodnight ,121
Renny Harlin,116908,The Long Kiss Goodnight ,121
Renny Harlin,116908,The Long Kiss Goodnight ,121
Taylor Hackford,228750,Proof of Life ,135
Taylor Hackford,228750,Proof of Life ,135
Taylor Hackford,228750,Proof of Life ,135
Jon Favreau,406375,Zathura: A Space Adventure ,101
Jon Favreau,406375,Zathura: A Space Adventure ,101
Jon Favreau,406375,Zathura: A Space Adventure ,101
Jon Favreau,406375,Zathura: A Space Adventure ,101
Jon Favreau,406375,Zathura: A Space Adventure ,101
Jon Favreau,406375,Zathura: A Space Adventure ,101
David Fincher,137523,Fight Club ,151
McG,758794,We Are Marshall ,131
McG,758794,We Are Marshall ,131
,3877200,The Missing             ,60
,3877200,The Missing             ,60
,3877200,The Missing             ,60
Michael Lehmann,102070,Hudson Hawk ,100
Michael Lehmann,102070,Hudson Hawk ,100
Michael Lehmann,102070,Hudson Hawk ,100
Nora Ephron,219952,Lucky Numbers ,105
Nora Ephron,219952,Lucky Numbers ,105
Stuart Beattie,1418377,"I, Frankenstein ",92
Stuart Beattie,1418377,"I, Frankenstein ",92
Stuart Beattie,1418377,"I, Frankenstein ",92
Stuart Beattie,1418377,"I, Frankenstein ",92
Roman Polanski,380599,Oliver Twist ,130
Roman Polanski,380599,Oliver Twist ,130
Rob Bowman,357277,Elektra ,100
Rob Bowman,357277,Elektra ,100
Rob Bowman,357277,Elektra ,100
Rob Bowman,357277,Elektra ,100
Frank Miller,458481,Sin City: A Dame to Kill For ,102
Frank Miller,458481,Sin City: A Dame to Kill For ,102
Frank Miller,458481,Sin City: A Dame to Kill For ,102
Sydney Pollack,156934,Random Hearts ,133
Sydney Pollack,156934,Random Hearts ,133
Sydney Pollack,156934,Random Hearts ,133
Baltasar Kormákur,2719848,Everest ,121
Baltasar Kormákur,2719848,Everest ,121
Baltasar Kormákur,2719848,Everest ,121
Baltasar Kormákur,2719848,Everest ,121
Baltasar Kormákur,2719848,Everest ,121
Baltasar Kormákur,2719848,Everest ,121
Tom Tykwer,396171,Perfume: The Story of a Murderer ,147
Tom Tykwer,396171,Perfume: The Story of a Murderer ,147
Tom Tykwer,396171,Perfume: The Story of a Murderer ,147
Jay Roach,295178,Austin Powers in Goldmember ,94
Jay Roach,295178,Austin Powers in Goldmember ,94
Jay Roach,295178,Austin Powers in Goldmember ,94
David Bowers,375568,Astro Boy ,94
David Bowers,375568,Astro Boy ,94
David Bowers,375568,Astro Boy ,94
David Bowers,375568,Astro Boy ,94
David Bowers,375568,Astro Boy ,94
Steven Spielberg,107290,Jurassic Park ,127
Steven Spielberg,107290,Jurassic Park ,127
Steven Spielberg,107290,Jurassic Park ,127
Lawrence Kasdan,111756,Wyatt Earp ,212
Lawrence Kasdan,111756,Wyatt Earp ,212
Lawrence Kasdan,111756,Wyatt Earp ,212
Lawrence Kasdan,111756,Wyatt Earp ,212
Lawrence Kasdan,111756,Wyatt Earp ,212
Phillip Noyce,109444,Clear and Present Danger ,141
Phillip Noyce,109444,Clear and Present Danger ,141
Phillip Noyce,109444,Clear and Present Danger ,141
Phillip Noyce,109444,Clear and Present Danger ,141
Daniel Lee,3672840,Dragon Blade ,103
Daniel Lee,3672840,Dragon Blade ,103
Daniel Lee,3672840,Dragon Blade ,103
Daniel Lee,3672840,Dragon Blade ,103
Keenen Ivory Wayans,430304,Littleman ,98
Keenen Ivory Wayans,430304,Littleman ,98
Jonathan Mostow,141926,U-571 ,116
Jonathan Mostow,141926,U-571 ,116
Rob Reiner,112346,The American President ,114
Rob Reiner,112346,The American President ,114
Rob Reiner,112346,The American President ,114
Marco Schnabel,811138,The Love Guru ,87
Marco Schnabel,811138,The Love Guru ,87
Marco Schnabel,811138,The Love Guru ,87
Demian Lichtenstein,233142,3000 Miles to Graceland ,125
Demian Lichtenstein,233142,3000 Miles to Graceland ,125
Demian Lichtenstein,233142,3000 Miles to Graceland ,125
Demian Lichtenstein,233142,3000 Miles to Graceland ,125
Quentin Tarantino,3460252,The Hateful Eight ,187
Quentin Tarantino,3460252,The Hateful Eight ,187
Quentin Tarantino,3460252,The Hateful Eight ,187
Quentin Tarantino,3460252,The Hateful Eight ,187
Quentin Tarantino,3460252,The Hateful Eight ,187
Josh Gordon,445934,Blades of Glory ,93
Josh Gordon,445934,Blades of Glory ,93
Tim Hill,1411704,Hop ,95
Tim Hill,1411704,Hop ,95
Tim Hill,1411704,Hop ,95
Tim Hill,1411704,Hop ,95
Tim Hill,1411704,Hop ,95
Zack Snyder,416449,300 ,117
Zack Snyder,416449,300 ,117
Zack Snyder,416449,300 ,117
Zack Snyder,416449,300 ,117
Jay Roach,290002,Meet the Fockers ,106
Jay Roach,290002,Meet the Fockers ,106
David Frankel,822832,Marley & Me ,115
David Frankel,822832,Marley & Me ,115
David Frankel,822832,Marley & Me ,115
Frank Darabont,120689,The Green Mile ,189
Frank Darabont,120689,The Green Mile ,189
Frank Darabont,120689,The Green Mile ,189
Frank Darabont,120689,The Green Mile ,189
Walt Becker,486946,Wild Hogs ,100
Walt Becker,486946,Wild Hogs ,100
Walt Becker,486946,Wild Hogs ,100
Mark Dindal,371606,Chicken Little ,81
Mark Dindal,371606,Chicken Little ,81
Mark Dindal,371606,Chicken Little ,81
Mark Dindal,371606,Chicken Little ,81
Mark Dindal,371606,Chicken Little ,81
David Fincher,2267998,Gone Girl ,149
David Fincher,2267998,Gone Girl ,149
David Fincher,2267998,Gone Girl ,149
David Fincher,2267998,Gone Girl ,149
Doug Liman,258463,The Bourne Identity ,119
Doug Liman,258463,The Bourne Identity ,119
Doug Liman,258463,The Bourne Identity ,119
Martin Campbell,113189,GoldenEye ,130
Martin Campbell,113189,GoldenEye ,130
Martin Campbell,113189,GoldenEye ,130
Simon West,144214,The General's Daughter ,116
Simon West,144214,The General's Daughter ,116
Simon West,144214,The General's Daughter ,116
Peter Weir,120382,The Truman Show ,103
Peter Weir,120382,The Truman Show ,103
Peter Weir,120382,The Truman Show ,103
Brenda Chapman,120794,The Prince of Egypt ,99
Brenda Chapman,120794,The Prince of Egypt ,99
Brenda Chapman,120794,The Prince of Egypt ,99
Brenda Chapman,120794,The Prince of Egypt ,99
Brenda Chapman,120794,The Prince of Egypt ,99
Brenda Chapman,120794,The Prince of Egypt ,99
Brenda Chapman,120794,The Prince of Egypt ,99
Steve Carr,317303,Daddy Day Care ,92
Steve Carr,317303,Daddy Day Care ,92
Baltasar Kormákur,1272878,2 Guns ,109
Baltasar Kormákur,1272878,2 Guns ,109
Baltasar Kormákur,1272878,2 Guns ,109
Baltasar Kormákur,1272878,2 Guns ,109
Baltasar Kormákur,1272878,2 Guns ,109
Lawrence Guterman,239395,Cats & Dogs ,87
Lawrence Guterman,239395,Cats & Dogs ,87
Lawrence Guterman,239395,Cats & Dogs ,87
Lawrence Guterman,239395,Cats & Dogs ,87
F. Gary Gray,317740,The Italian Job ,111
F. Gary Gray,317740,The Italian Job ,111
F. Gary Gray,317740,The Italian Job ,111
Marc Lawrence,313737,Two Weeks Notice ,101
Marc Lawrence,313737,Two Weeks Notice ,101
Eric Darnell,120587,Antz ,83
Eric Darnell,120587,Antz ,83
Eric Darnell,120587,Antz ,83
Eric Darnell,120587,Antz ,83
Peter Billingsley,1078940,Couples Retreat ,113
Tony Scott,99371,Days of Thunder ,107
Tony Scott,99371,Days of Thunder ,107
Tony Scott,99371,Days of Thunder ,107
Adam Shankman,452598,Cheaper by the Dozen 2 ,94
Adam Shankman,452598,Cheaper by the Dozen 2 ,94
Adam Shankman,452598,Cheaper by the Dozen 2 ,94
Wes Ball,4046784,The Scorch Trials ,132
Wes Ball,4046784,The Scorch Trials ,132
Wes Ball,4046784,The Scorch Trials ,132
Ryan Murphy,879870,Eat Pray Love ,140
Ryan Murphy,879870,Eat Pray Love ,140
Brett Ratner,218967,The Family Man ,125
Brett Ratner,218967,The Family Man ,125
Brett Ratner,218967,The Family Man ,125
Brett Ratner,218967,The Family Man ,125
Robert Schwentke,1245526,RED ,111
Robert Schwentke,1245526,RED ,111
Robert Schwentke,1245526,RED ,111
Robert Schwentke,1245526,RED ,111
Oliver Stone,146838,Any Given Sunday ,156
Oliver Stone,146838,Any Given Sunday ,156
Robert Redford,119314,The Horse Whisperer ,170
Robert Redford,119314,The Horse Whisperer ,170
Robert Redford,119314,The Horse Whisperer ,170
Michael Mann,369339,Collateral ,120
Michael Mann,369339,Collateral ,120
Michael Mann,369339,Collateral ,120
Chuck Russell,277296,The Scorpion King ,100
Chuck Russell,277296,The Scorpion King ,100
Chuck Russell,277296,The Scorpion King ,100
Chuck Russell,277296,The Scorpion King ,100
Jay Russell,349710,Ladder 49 ,115
Jay Russell,349710,Ladder 49 ,115
Jay Russell,349710,Ladder 49 ,115
Renny Harlin,149261,Deep Blue Sea ,105
Renny Harlin,149261,Deep Blue Sea ,105
Renny Harlin,149261,Deep Blue Sea ,105
Kenny Ortega,1477715,This Is It ,111
Kenny Ortega,1477715,This Is It ,111
Steven Soderbergh,1598778,Contagion ,106
Steven Soderbergh,1598778,Contagion ,106
David McNally,257568,Kangaroo Jack ,89
David McNally,257568,Kangaroo Jack ,89
David McNally,257568,Kangaroo Jack ,89
David McNally,257568,Kangaroo Jack ,89
Henry Selick,327597,Coraline ,100
Henry Selick,327597,Coraline ,100
Henry Selick,327597,Coraline ,100
M. Night Shyamalan,949731,The Happening ,91
M. Night Shyamalan,949731,The Happening ,91
Tony Scott,328107,Man on Fire ,146
Tony Scott,328107,Man on Fire ,146
Tony Scott,328107,Man on Fire ,146
Tony Scott,328107,Man on Fire ,146
Brian Robbins,393735,The Shaggy Dog ,98
Brian Robbins,393735,The Shaggy Dog ,98
Brian Robbins,393735,The Shaggy Dog ,98
Todd Phillips,335438,Starsky & Hutch ,101
Todd Phillips,335438,Starsky & Hutch ,101
Brian Levant,116705,Jingle All the Way ,94
Brian Levant,116705,Jingle All the Way ,94
Guillermo del Toro,167190,Hellboy ,132
Guillermo del Toro,167190,Hellboy ,132
Guillermo del Toro,167190,Hellboy ,132
Guillermo del Toro,167190,Hellboy ,132
Steven Zaillian,120633,A Civil Action ,115
Chris Butler,1623288,ParaNorman ,92
Chris Butler,1623288,ParaNorman ,92
Chris Butler,1623288,ParaNorman ,92
Chris Butler,1623288,ParaNorman ,92
Chris Butler,1623288,ParaNorman ,92
Michael Caton-Jones,119395,The Jackal ,124
Michael Caton-Jones,119395,The Jackal ,124
Michael Caton-Jones,119395,The Jackal ,124
Michael Caton-Jones,119395,The Jackal ,124
John Woo,338337,Paycheck ,119
John Woo,338337,Paycheck ,119
John Woo,338337,Paycheck ,119
John Woo,338337,Paycheck ,119
Jon Avnet,118055,Up Close & Personal ,124
Jon Avnet,118055,Up Close & Personal ,124
Sam Fell,420238,The Tale of Despereaux ,93
Sam Fell,420238,The Tale of Despereaux ,93
Sam Fell,420238,The Tale of Despereaux ,93
Sam Fell,420238,The Tale of Despereaux ,93
Sam Fell,420238,The Tale of Despereaux ,93
,790772,Rules of Engagement             ,22
,790772,Rules of Engagement             ,22
Kevin Donovan,290095,The Tuxedo ,98
Kevin Donovan,290095,The Tuxedo ,98
Kevin Donovan,290095,The Tuxedo ,98
Geoff Murphy,114781,Under Siege 2: Dark Territory ,92
Geoff Murphy,114781,Under Siege 2: Dark Territory ,92
Kenneth Branagh,1205537,Jack Ryan: Shadow Recruit ,105
Kenneth Branagh,1205537,Jack Ryan: Shadow Recruit ,105
Kenneth Branagh,1205537,Jack Ryan: Shadow Recruit ,105
David O. Russell,2446980,Joy ,124
David O. Russell,2446980,Joy ,124
David O. Russell,2446980,Joy ,124
Babak Najafi,3300542,London Has Fallen ,99
Babak Najafi,3300542,London Has Fallen ,99
Babak Najafi,3300542,London Has Fallen ,99
Babak Najafi,3300542,London Has Fallen ,99
Jean-Pierre Jeunet,118583,Alien: Resurrection ,116
Jean-Pierre Jeunet,118583,Alien: Resurrection ,116
Jean-Pierre Jeunet,118583,Alien: Resurrection ,116
Antoine Fuqua,822854,Shooter ,124
Antoine Fuqua,822854,Shooter ,124
Antoine Fuqua,822854,Shooter ,124
Antoine Fuqua,822854,Shooter ,124
Antoine Fuqua,822854,Shooter ,124
Graham Annable,787474,The Boxtrolls ,96
Graham Annable,787474,The Boxtrolls ,96
Graham Annable,787474,The Boxtrolls ,96
Graham Annable,787474,The Boxtrolls ,96
Graham Annable,787474,The Boxtrolls ,96
Griffin Dunne,120791,Practical Magic ,104
Griffin Dunne,120791,Practical Magic ,104
Griffin Dunne,120791,Practical Magic ,104
Griffin Dunne,120791,Practical Magic ,104
Phil Lord,1490017,The Lego Movie ,100
Phil Lord,1490017,The Lego Movie ,100
Phil Lord,1490017,The Lego Movie ,100
Phil Lord,1490017,The Lego Movie ,100
Phil Lord,1490017,The Lego Movie ,100
Phil Lord,1490017,The Lego Movie ,100
John Pasquin,385307,Miss Congeniality 2: Armed and Fabulous ,115
John Pasquin,385307,Miss Congeniality 2: Armed and Fabulous ,115
John Pasquin,385307,Miss Congeniality 2: Armed and Fabulous ,115
Rob Bowman,253556,Reign of Fire ,101
Rob Bowman,253556,Reign of Fire ,101
Rob Bowman,253556,Reign of Fire ,101
Rob Bowman,253556,Reign of Fire ,101
Rob Bowman,253556,Reign of Fire ,101
Ruben Fleischer,1321870,Gangster Squad ,113
Ruben Fleischer,1321870,Gangster Squad ,113
Ruben Fleischer,1321870,Gangster Squad ,113
Ruben Fleischer,1321870,Gangster Squad ,113
Harold Ramis,1045778,Year One ,100
Harold Ramis,1045778,Year One ,100
Clint Eastwood,1057500,Invictus ,134
Clint Eastwood,1057500,Invictus ,134
Clint Eastwood,1057500,Invictus ,134
Clint Eastwood,1057500,Invictus ,134
Kevin Macdonald,473705,State of Play ,127
Kevin Macdonald,473705,State of Play ,127
Kevin Macdonald,473705,State of Play ,127
Kevin Macdonald,473705,State of Play ,127
Tony Gilroy,1135487,Duplicity ,125
Tony Gilroy,1135487,Duplicity ,125
Tony Gilroy,1135487,Duplicity ,125
Tony Gilroy,1135487,Duplicity ,125
Donald Petrie,120764,My Favorite Martian ,94
Donald Petrie,120764,My Favorite Martian ,94
Donald Petrie,120764,My Favorite Martian ,94
Clark Johnson,443632,The Sentinel ,107
Clark Johnson,443632,The Sentinel ,107
Clark Johnson,443632,The Sentinel ,107
Jorge Blanco,762125,Planet 51 ,91
Jorge Blanco,762125,Planet 51 ,91
Jorge Blanco,762125,Planet 51 ,91
Jorge Blanco,762125,Planet 51 ,91
Jorge Blanco,762125,Planet 51 ,91
Stuart Baird,253754,Star Trek: Nemesis ,116
Stuart Baird,253754,Star Trek: Nemesis ,116
Stuart Baird,253754,Star Trek: Nemesis ,116
Stuart Baird,253754,Star Trek: Nemesis ,116
Joel Coen,138524,Intolerable Cruelty ,100
Joel Coen,138524,Intolerable Cruelty ,100
Joel Coen,138524,Intolerable Cruelty ,100
Robert Lorenz,2083383,Trouble with the Curve ,111
Robert Lorenz,2083383,Trouble with the Curve ,111
Martin Campbell,1226273,Edge of Darkness ,117
Martin Campbell,1226273,Edge of Darkness ,117
Martin Campbell,1226273,Edge of Darkness ,117
Martin Campbell,1226273,Edge of Darkness ,117
Peter Hyams,120004,The Relic ,110
Peter Hyams,120004,The Relic ,110
Peter Hyams,120004,The Relic ,110
Peter Hyams,120004,The Relic ,110
Harold Ramis,289848,Analyze That ,96
Harold Ramis,289848,Analyze That ,96
Jon Avnet,1034331,Righteous Kill ,101
Jon Avnet,1034331,Righteous Kill ,101
Jon Avnet,1034331,Righteous Kill ,101
Jon Avnet,1034331,Righteous Kill ,101
Jon Avnet,1034331,Righteous Kill ,101
Joe Wright,821642,The Soloist ,117
Joe Wright,821642,The Soloist ,117
Joe Wright,821642,The Soloist ,117
Robert Redford,146984,The Legend of Bagger Vance ,126
Robert Redford,146984,The Legend of Bagger Vance ,126
Robert Redford,146984,The Legend of Bagger Vance ,126
Cameron Crowe,181875,Almost Famous ,152
Cameron Crowe,181875,Almost Famous ,152
Cameron Crowe,181875,Almost Famous ,152
Cameron Crowe,181875,Almost Famous ,152
Tim Hill,455499,Garfield 2 ,86
Tim Hill,455499,Garfield 2 ,86
Tim Hill,455499,Garfield 2 ,86
Tim Hill,455499,Garfield 2 ,86
Lee Tamahori,329774,xXx: State of the Union ,101
Lee Tamahori,329774,xXx: State of the Union ,101
Lee Tamahori,329774,xXx: State of the Union ,101
Lee Tamahori,329774,xXx: State of the Union ,101
Scott Stewart,822847,Priest ,87
Scott Stewart,822847,Priest ,87
Scott Stewart,822847,Priest ,87
Scott Stewart,822847,Priest ,87
Scott Stewart,822847,Priest ,87
Patrick Gilmore,165982,Sinbad: Legend of the Seven Seas ,85
Patrick Gilmore,165982,Sinbad: Legend of the Seven Seas ,85
Patrick Gilmore,165982,Sinbad: Legend of the Seven Seas ,85
Patrick Gilmore,165982,Sinbad: Legend of the Seven Seas ,85
Patrick Gilmore,165982,Sinbad: Legend of the Seven Seas ,85
Patrick Gilmore,165982,Sinbad: Legend of the Seven Seas ,85
Patrick Gilmore,165982,Sinbad: Legend of the Seven Seas ,85
Paul W.S. Anderson,119081,Event Horizon ,130
Paul W.S. Anderson,119081,Event Horizon ,130
Paul W.S. Anderson,119081,Event Horizon ,130
Joss Whedon,848228,The Avengers ,173
Joss Whedon,848228,The Avengers ,173
Joss Whedon,848228,The Avengers ,173
Tom Shadyac,259288,Dragonfly ,104
Tom Shadyac,259288,Dragonfly ,104
Tom Shadyac,259288,Dragonfly ,104
Tom Shadyac,259288,Dragonfly ,104
Tom Shadyac,259288,Dragonfly ,104
Brian De Palma,387877,The Black Dahlia ,121
Brian De Palma,387877,The Black Dahlia ,121
Brian De Palma,387877,The Black Dahlia ,121
Brian De Palma,387877,The Black Dahlia ,121
Tony Bill,454824,Flyboys ,140
Tony Bill,454824,Flyboys ,140
Tony Bill,454824,Flyboys ,140
Tony Bill,454824,Flyboys ,140
Tony Bill,454824,Flyboys ,140
Tony Bill,454824,Flyboys ,140
Rod Lurie,272020,The Last Castle ,131
Rod Lurie,272020,The Last Castle ,131
Rod Lurie,272020,The Last Castle ,131
Walter Hill,134983,Supernova ,91
Walter Hill,134983,Supernova ,91
Walter Hill,134983,Supernova ,91
Akiva Goldsman,1837709,Winter's Tale ,118
Akiva Goldsman,1837709,Winter's Tale ,118
Akiva Goldsman,1837709,Winter's Tale ,118
Akiva Goldsman,1837709,Winter's Tale ,118
Harald Zwart,1538403,The Mortal Instruments: City of Bones ,130
Harald Zwart,1538403,The Mortal Instruments: City of Bones ,130
Harald Zwart,1538403,The Mortal Instruments: City of Bones ,130
Harald Zwart,1538403,The Mortal Instruments: City of Bones ,130
Brian Robbins,765476,Meet Dave ,90
Brian Robbins,765476,Meet Dave ,90
Brian Robbins,765476,Meet Dave ,90
