actors,movie_id,movie_title
Lillo Brancato,110971,Renaissance Man 
Callum Blue,1657507,Colombiana 
Jordi Mollà,1657507,Colombiana 
Jesse Borrego,1657507,Colombiana 
Jaleel White,120800,The Magic Sword: Quest for Camelot 
Gary Oldman,120800,The Magic Sword: Quest for Camelot 
Eric Idle,120800,The Magic Sword: Quest for Camelot 
James Franco,269095,City by the Sea 
Robert De Niro,269095,City by the Sea 
John Doman,269095,City by the Sea 
Nathan Lane,132512,At First Sight 
Mira Sorvino,132512,At First Sight 
Steven Weber,132512,At First Sight 
Jay Hernandez,329691,Torque 
Dane Cook,329691,Torque 
Christina Milian,329691,Torque 
Martin Landau,115907,City Hall 
Al Pacino,115907,City Hall 
Bridget Fonda,115907,City Hall 
Elizabeth Berkley,114436,Showgirls 
Bobbie Phillips,114436,Showgirls 
Robert Davi,114436,Showgirls 
Shirley Henderson,422720,Marie Antoinette 
Kirsten Dunst,422720,Marie Antoinette 
Rip Torn,422720,Marie Antoinette 
Michael Rapaport,113552,Kiss of Death 
Nicolas Cage,113552,Kiss of Death 
Philip Baker Hall,113552,Kiss of Death 
Miranda Richardson,208988,Get Carter 
Sylvester Stallone,208988,Get Carter 
Lauren Lee Smith,208988,Get Carter 
Geraldine Chaplin,1649419,The Impossible 
Naomi Watts,1649419,The Impossible 
Oaklee Pendergast,1649419,The Impossible 
Warren Beatty,93278,Ishtar 
Carol Kane,93278,Ishtar 
Isabelle Adjani,93278,Ishtar 
Meryl Streep,432283,Fantastic Mr. Fox 
Bill Murray,432283,Fantastic Mr. Fox 
Helen McCrory,432283,Fantastic Mr. Fox 
Stockard Channing,282687,Life or Something Like It 
Angelina Jolie Pitt,282687,Life or Something Like It 
James Gammon,282687,Life or Something Like It 
Michael McKean,104850,Memoirs of an Invisible Man 
Richard Epcar,104850,Memoirs of an Invisible Man 
Patricia Heaton,104850,Memoirs of an Invisible Man 
Jamel Debbouze,211915,Amélie 
Mathieu Kassovitz,211915,Amélie 
Isabelle Nanty,211915,Amélie 
Bob Saget,363282,New York Minute 
Mary-Kate Olsen,363282,New York Minute 
Riley Smith,363282,New York Minute 
Nia Long,375173,Alfie 
Omar Epps,375173,Alfie 
Jane Krakowski,375173,Alfie 
Tim Blake Nelson,1430615,Big Miracle 
Ted Danson,1430615,Big Miracle 
Andrew Daly,1430615,Big Miracle 
Treat Williams,120646,The Deep End of the Ocean 
Alexa PenaVega,120646,The Deep End of the Ocean 
Jonathan Jackson,120646,The Deep End of the Ocean 
Jeffrey Combs,295254,Feardotcom 
Natascha McElhone,295254,Feardotcom 
Udo Kier,295254,Feardotcom 
Salma Hayek,450405,Cirque du Freak: The Vampire's Assistant 
Josh Hutcherson,450405,Cirque du Freak: The Vampire's Assistant 
Patrick Fugit,450405,Cirque du Freak: The Vampire's Assistant 
Amber Valletta,266489,Duplex 
Justin Theroux,266489,Duplex 
Harvey Fierstein,266489,Duplex 
Sean Hayes,1111948,Soul Men 
Bernie Mac,1111948,Soul Men 
Mike Epps,1111948,Soul Men 
Jason Robards,81400,Raise the Titanic 
M. Emmet Walsh,81400,Raise the Titanic 
Anne Archer,81400,Raise the Titanic 
Daniel von Bargen,176269,Universal Soldier: The Return 
Michael Jai White,176269,Universal Soldier: The Return 
Xander Berkeley,176269,Universal Soldier: The Return 
Dennis Quaid,1188729,Pandorum 
Norman Reedus,1188729,Pandorum 
Eddie Rouse,1188729,Pandorum 
Mekhi Phifer,160399,Impostor 
Gary Dourdan,160399,Impostor 
Tim Guinee,160399,Impostor 
Bridgette Wilson-Sampras,283160,Extreme Ops 
Rufus Sewell,283160,Extreme Ops 
Rupert Graves,283160,Extreme Ops 
Matt Ross,189192,Just Visiting 
Bridgette Wilson-Sampras,189192,Just Visiting 
John Aylward,189192,Just Visiting 
Benedict Wong,448134,Sunshine 
Chris Evans,448134,Sunshine 
Troy Garity,448134,Sunshine 
Lou Saliba,763831,A Thousand Words 
John Gatins,763831,A Thousand Words 
Greg Collins,763831,A Thousand Words 
Anne Bancroft,361500,Delgo 
Eric Idle,361500,Delgo 
Kelly Ripa,361500,Delgo 
Mark Rylance,2515034,The Gunman 
Ray Winstone,2515034,The Gunman 
Jasmine Trinca,2515034,The Gunman 
Sophie Okonedo,457495,Alex Rider: Operation Stormbreaker 
Alex Pettyfer,457495,Alex Rider: Operation Stormbreaker 
Ashley Walters,457495,Alex Rider: Operation Stormbreaker 
Fisher Stevens,113243,Hackers 
Angelina Jolie Pitt,113243,Hackers 
Lorraine Bracco,113243,Hackers 
Zan Marolt,455782,The Hunting Party 
James Brolin,455782,The Hunting Party 
Ljubomir Kerekes,455782,The Hunting Party 
Bill Cobbs,110074,The Hudsucker Proxy 
Jennifer Jason Leigh,110074,The Hudsucker Proxy 
John Mahoney,110074,The Hudsucker Proxy 
Takeshi Kaneshiro,913968,The Warlords 
Jet Li,913968,The Warlords 
Andy Lau,913968,The Warlords 
Kuno Becker,374089,Nomad: The Warrior 
Jay Hernandez,374089,Nomad: The Warrior 
Jason Scott Lee,374089,Nomad: The Warrior 
Ewen Bremner,1706620,Snowpiercer 
Chris Evans,1706620,Snowpiercer 
Kang-ho Song,1706620,Snowpiercer 
Bob Balaban,961097,A Monster in Paris 
Adam Goldberg,961097,A Monster in Paris 
François Cluzet,961097,A Monster in Paris 
Glenn Morshower,357054,The Last Shot 
Matthew Broderick,357054,The Last Shot 
Tim Blake Nelson,357054,The Last Shot 
Bai Ling,109506,The Crow 
Michael Wincott,109506,The Crow 
David Patrick Kelly,109506,The Crow 
Anushka Shetty,2631186,Baahubali: The Beginning 
Tamannaah Bhatia,2631186,Baahubali: The Beginning 
Prabhas,2631186,Baahubali: The Beginning 
Brooklynn Proulx,452694,The Time Traveler's Wife 
Arliss Howard,452694,The Time Traveler's Wife 
Michelle Nolden,452694,The Time Traveler's Wife 
Stephen Collins,490084,Because I Said So 
Colin Ferguson,490084,Because I Said So 
Tom Everett Scott,490084,Because I Said So 
Vin Diesel,232500,The Fast and the Furious 
Paul Walker,232500,The Fast and the Furious 
Jordana Brewster,232500,The Fast and the Furious 
Catherine O'Hara,1142977,Frankenweenie 
Martin Landau,1142977,Frankenweenie 
Atticus Shaffer,1142977,Frankenweenie 
Sean Maher,379786,Serenity 
Adam Baldwin,379786,Serenity 
Michael Hitchcock,379786,Serenity 
Charles S. Dutton,312329,Against the Ropes 
Omar Epps,312329,Against the Ropes 
Tim Daly,312329,Against the Ropes 
Robert Vaughn,86393,Superman III 
Margot Kidder,86393,Superman III 
Jackie Cooper,86393,Superman III 
Sylvester Stallone,1661382,Grudge Match 
Robert De Niro,1661382,Grudge Match 
Oscar Gale,1661382,Grudge Match 
Tony Chiu Wai Leung,425637,Red Cliff 
Takeshi Kaneshiro,425637,Red Cliff 
Wei Zhao,425637,Red Cliff 
Mary Lynn Rajskub,256415,Sweet Home Alabama 
Ethan Embry,256415,Sweet Home Alabama 
Courtney Gains,256415,Sweet Home Alabama 
John Michael Higgins,1142988,The Ugly Truth 
Gerard Butler,1142988,The Ugly Truth 
Eric Winter,1142988,The Ugly Truth 
Phil Hartman,117608,Sgt. Bilko 
Austin Pendleton,117608,Sgt. Bilko 
Max Casella,117608,Sgt. Bilko 
Alexa PenaVega,287717,Spy Kids 2: Island of Lost Dreams 
Steve Buscemi,287717,Spy Kids 2: Island of Lost Dreams 
Emily Osment,287717,Spy Kids 2: Island of Lost Dreams 
Alan Ruck,111280,Star Trek: Generations 
LeVar Burton,111280,Star Trek: Generations 
Jonathan Frakes,111280,Star Trek: Generations 
Hye-kyo Song,1462900,The Grandmaster 
Tony Chiu Wai Leung,1462900,The Grandmaster 
Elvis Tsui,1462900,The Grandmaster 
Christoph Waltz,1067583,Water for Elephants 
Robert Pattinson,1067583,Water for Elephants 
James Frain,1067583,Water for Elephants 
Wayne Knight,115082,3rd Rock from the Sun             
Joseph Gordon-Levitt,115082,3rd Rock from the Sun             
Kristen Johnston,115082,3rd Rock from the Sun             
Bianca Collins,2911342,Dragon Nest: Warriors' Dawn 
Blythe Auffarth,2911342,Dragon Nest: Warriors' Dawn 
Jiao Xu,2911342,Dragon Nest: Warriors' Dawn 
Vincent Pastore,174856,The Hurricane 
Denzel Washington,174856,The Hurricane 
Deborah Kara Unger,174856,The Hurricane 
Jeff Kober,278435,Enough 
Bill Cobbs,278435,Enough 
Billy Campbell,278435,Enough 
Anne Bancroft,125022,Heartbreakers 
Sarah Silverman,125022,Heartbreakers 
Jeffrey Jones,125022,Heartbreakers 
Daniella Alonso,3450650,Paul Blart: Mall Cop 2 
D.B. Woodside,3450650,Paul Blart: Mall Cop 2 
Eduardo Verástegui,3450650,Paul Blart: Mall Cop 2 
Shirley Knight,225071,Angel Eyes 
Sonia Braga,225071,Angel Eyes 
Kari Matchett,225071,Angel Eyes 
Ken Marino,279889,Joe Somebody 
Jim Belushi,279889,Joe Somebody 
Kelly Lynch,279889,Joe Somebody 
Frank Langella,142688,The Ninth Gate 
Johnny Depp,142688,The Ninth Gate 
Lena Olin,142688,The Ninth Gate 
Paul Guilfoyle,116259,Extreme Measures 
J.K. Simmons,116259,Extreme Measures 
Bill Nunn,116259,Extreme Measures 
Dagmara Dominczyk,202470,Rock Star 
Beth Grant,202470,Rock Star 
Matthew Glave,202470,Rock Star 
Jason Marsden,118158,White Squall 
Jeff Bridges,118158,White Squall 
Ethan Embry,118158,White Squall 
Richard Masur,84787,The Thing 
Wilford Brimley,84787,The Thing 
David Clennon,84787,The Thing 
Nolan Gerard Funk,1411250,Riddick 
Vin Diesel,1411250,Riddick 
Bokeem Woodbine,1411250,Riddick 
Claudia Stedelin,119210,Switchback 
Gregory Scott Cummins,119210,Switchback 
Ted Markland,119210,Switchback 
Usher Raymond,193560,Texas Rangers 
Tom Skerritt,193560,Texas Rangers 
Leonor Varela,193560,Texas Rangers 
Toby Jones,970411,City of Ember 
Bill Murray,970411,City of Ember 
Harry Treadaway,970411,City of Ember 
Jeffrey W. Jenkins,1560747,The Master 
Mike Howard,1560747,The Master 
Bruce Goodchild,1560747,The Master 
Ryan Cartwright,437954,Virgin Territory 
Hayden Christensen,437954,Virgin Territory 
David Walliams,437954,Virgin Territory 
Nicole Beharie,469903,The Express 
Dennis Quaid,469903,The Express 
Charles S. Dutton,469903,The Express 
Maggie Siff,2304933,The 5th Wave 
Chloë Grace Moretz,2304933,The 5th Wave 
Nick Robinson,2304933,The 5th Wave 
Phylicia Rashad,3076658,Creed 
Sylvester Stallone,3076658,Creed 
Graham McTavish,3076658,Creed 
Jon Hamm,840361,The Town 
Jeremy Renner,840361,The Town 
Owen Burke,840361,The Town 
Dennis Quaid,1586265,What to Expect When You're Expecting 
Anna Kendrick,1586265,What to Expect When You're Expecting 
Thomas Lennon,1586265,What to Expect When You're Expecting 
Brad Pitt,887883,Burn After Reading 
J.K. Simmons,887883,Burn After Reading 
Kevin Sussman,887883,Burn After Reading 
Anthony Simcoe,410377,Nim's Island 
Gerard Butler,410377,Nim's Island 
Christopher James Baker,410377,Nim's Island 
Olivia Wilde,1979320,Rush 
Chris Hemsworth,1979320,Rush 
Alexandra Maria Lara,1979320,Rush 
Neil Flynn,175880,Magnolia 
Patton Oswalt,175880,Magnolia 
Jim Meskimen,175880,Magnolia 
Tracy Morgan,1385867,Cop Out 
Bruce Willis,1385867,Cop Out 
Kevin Pollak,1385867,Cop Out 
Damon Wayans Jr.,1292566,How to Be Single 
Alison Brie,1292566,How to Be Single 
Nicholas Braun,1292566,How to Be Single 
Michael Roark,1564349,Dolphin Tale 
Morgan Freeman,1564349,Dolphin Tale 
Harry Connick Jr.,1564349,Dolphin Tale 
Laura Harring,251160,John Q 
Denzel Washington,251160,John Q 
Anne Heche,251160,John Q 
Dave Chappelle,181316,Blue Streak 
Peter Greene,181316,Blue Streak 
Tamala Jones,181316,Blue Streak 
Molly C. Quinn,1723121,We're the Millers 
Laura-Leigh,1723121,We're the Millers 
Thomas Lennon,1723121,We're the Millers 
Fedor Bondarchuk,972558,Obitaemyy ostrov 
Yuliya Snigir,972558,Obitaemyy ostrov 
Aleksey Serebryakov,972558,Obitaemyy ostrov 
M.C. Gainey,118771,Breakdown 
Kathleen Quinlan,118771,Breakdown 
J.T. Walsh,118771,Breakdown 
Klaus Maria Brandauer,86006,Never Say Never Again 
Bernie Casey,86006,Never Say Never Again 
Barbara Carrera,86006,Never Say Never Again 
Collette Wolfe,1231587,Hot Tub Time Machine 
Charlie McDermott,1231587,Hot Tub Time Machine 
Crystal Lowe,1231587,Hot Tub Time Machine 
Taylor Blackwell,2978462,Dolphin Tale 2 
Morgan Freeman,2978462,Dolphin Tale 2 
Harry Connick Jr.,2978462,Dolphin Tale 2 
James Frain,184858,Reindeer Games 
Charlize Theron,184858,Reindeer Games 
Clarence Williams III,184858,Reindeer Games 
Jeff Kober,266465,A Man Apart 
Vin Diesel,266465,A Man Apart 
Larenz Tate,266465,A Man Apart 
Virginia Madsen,116410,Ghosts of Mississippi 
Alexa PenaVega,116410,Ghosts of Mississippi 
Craig T. Nelson,116410,Ghosts of Mississippi 
Reeve Carney,120834,Snow Falling on Cedars 
Rick Yune,120834,Snow Falling on Cedars 
Daniel von Bargen,120834,Snow Falling on Cedars 
Colin O'Donoghue,1161864,The Rite 
Anthony Hopkins,1161864,The Rite 
Toby Jones,1161864,The Rite 
Xander Berkeley,119177,Gattaca 
Blair Underwood,119177,Gattaca 
Mason Gamble,119177,Gattaca 
Nathan Lane,141399,Isn't She Great 
Stockard Channing,141399,Isn't She Great 
John Larroquette,141399,Isn't She Great 
Kenan Thompson,482603,Space Chimps 
Cheryl Hines,482603,Space Chimps 
Omid Abtahi,482603,Space Chimps 
Dylan Baker,325537,Head of State 
Bernie Mac,325537,Head of State 
Tracy Morgan,325537,Head of State 
Rob Riggle,1119646,The Hangover 
Bradley Cooper,1119646,The Hangover 
Mike Epps,1119646,The Hangover 
Lynn Hung,2888046,Ip Man 3 
Mike Tyson,2888046,Ip Man 3 
Kwok-Kwan Chan,2888046,Ip Man 3 
Verne Troyer,145660,Austin Powers: The Spy Who Shagged Me 
Muse Watson,145660,Austin Powers: The Spy Who Shagged Me 
Robert Wagner,145660,Austin Powers: The Spy Who Shagged Me 
Jack Palance,96895,Batman 
Michael Gough,96895,Batman 
William Hootkins,96895,Batman 
Dougray Scott,1316616,There Be Dragons 
Jordi Mollà,1316616,There Be Dragons 
Lily Cole,1316616,There Be Dragons 
Nick Chinlund,104714,Lethal Weapon 3 
Rene Russo,104714,Lethal Weapon 3 
Stuart Wilson,104714,Lethal Weapon 3 
Quinton Aaron,878804,The Blind Side 
Catherine Dyer,878804,The Blind Side 
Kim Dickens,878804,The Blind Side 
Aimee Garcia,4085584,Rush Hour             
Jon Foo,4085584,Rush Hour             
Wendie Malick,4085584,Rush Hour             
Cheech Marin,227538,Spy Kids 
Alexa PenaVega,227538,Spy Kids 
Daryl Sabara,227538,Spy Kids 
Lindsay Sloane,1499658,Horrible Bosses 
Kevin Spacey,1499658,Horrible Bosses 
Reginald Ballard,1499658,Horrible Bosses 
Jeff Bridges,1403865,True Grit 
Matt Damon,1403865,True Grit 
Bruce Green,1403865,True Grit 
Anne Hathaway,458352,The Devil Wears Prada 
Meryl Streep,458352,The Devil Wears Prada 
Rebecca Mader,458352,The Devil Wears Prada 
Nichelle Nichols,79945,Star Trek: The Motion Picture 
Leonard Nimoy,79945,Star Trek: The Motion Picture 
Walter Koenig,79945,Star Trek: The Motion Picture 
Eric Stonestreet,2024432,Identity Thief 
Jon Favreau,2024432,Identity Thief 
T.I.,2024432,Identity Thief 
Robert Mitchum,101540,Cape Fear 
Robert De Niro,101540,Cape Fear 
Joe Don Baker,101540,Cape Fear 
Jim Sturgess,478087,21 
Kevin Spacey,478087,21 
Josh Gad,478087,21 
Randall Park,3152624,Trainwreck 
Amy Schumer,3152624,Trainwreck 
Josh Segarra,3152624,Trainwreck 
Nicole Sullivan,372237,Guess Who 
Bernie Mac,372237,Guess Who 
Sherri Shepherd,372237,Guess Who 
Kristin Scott Thomas,116209,The English Patient 
Colin Firth,116209,The English Patient 
Jürgen Prochnow,116209,The English Patient 
Matt McCoy,119488,L.A. Confidential 
Kevin Spacey,119488,L.A. Confidential 
Paul Guilfoyle,119488,L.A. Confidential 
Kelly Preston,405325,Sky High 
Michael Angarano,405325,Sky High 
Nicholas Braun,405325,Sky High 
Wilford Brimley,119360,In & Out 
Tom Selleck,119360,In & Out 
Lauren Ambrose,119360,In & Out 
Marg Helgenberger,114508,Species 
Natasha Henstridge,114508,Species 
Jordan Lund,114508,Species 
Jake Weber,209958,The Cell 
Dylan Baker,209958,The Cell 
James Gammon,209958,The Cell 
Anne Parillaud,120744,The Man in the Iron Mask 
Leonardo DiCaprio,120744,The Man in the Iron Mask 
Judith Godrèche,120744,The Man in the Iron Mask 
Kevin Connolly,1028576,Secretariat 
Scott Glenn,1028576,Secretariat 
Dylan Walsh,1028576,Secretariat 
Sarah Michelle Gellar,453556,TMNT 
Chris Evans,453556,TMNT 
Mako,453556,TMNT 
Riley Smith,316465,Radio 
Alfre Woodard,316465,Radio 
Debra Winger,316465,Radio 
Justin Timberlake,1632708,Friends with Benefits 
Mila Kunis,1632708,Friends with Benefits 
Masi Oka,1632708,Friends with Benefits 
Ike Barinholtz,4438848,Neighbors 2: Sorority Rising 
Chloë Grace Moretz,4438848,Neighbors 2: Sorority Rising 
Kiersey Clemons,4438848,Neighbors 2: Sorority Rising 
Ruth Wilson,2140373,Saving Mr. Banks 
Tom Hanks,2140373,Saving Mr. Banks 
B.J. Novak,2140373,Saving Mr. Banks 
Delroy Lindo,104797,Malcolm X 
Denzel Washington,104797,Malcolm X 
Al Freeman Jr.,104797,Malcolm X 
Maude Apatow,1758830,This Is 40 
Charlyne Yi,1758830,This Is 40 
Mackenzie Aladjem,1758830,This Is 40 
Bernie Mac,976238,Old Dogs 
Robin Williams,976238,Old Dogs 
Ann-Margret,976238,Old Dogs 
Kevin Grevioux,834001,Underworld: Rise of the Lycans 
Craig Parker,834001,Underworld: Rise of the Lycans 
Steven Mackintosh,834001,Underworld: Rise of the Lycans 
Christine Taylor,762114,License to Wed 
Robin Williams,762114,License to Wed 
Mindy Kaling,762114,License to Wed 
Jon Heder,437863,The Benchwarmers 
Jon Lovitz,437863,The Benchwarmers 
Tim Meadows,437863,The Benchwarmers 
Victor Webster,417001,Must Love Dogs 
Stockard Channing,417001,Must Love Dogs 
Elizabeth Perkins,417001,Must Love Dogs 
Al Pacino,119008,Donnie Brasco 
Johnny Depp,119008,Donnie Brasco 
Anne Heche,119008,Donnie Brasco 
Jaymes Butler,120804,Resident Evil 
Milla Jovovich,120804,Resident Evil 
Colin Salmon,120804,Resident Evil 
Tom Hanks,335245,The Ladykillers 
J.K. Simmons,335245,The Ladykillers 
Stephen Root,335245,The Ladykillers 
Beau Bridges,467197,Max Payne 
Mila Kunis,467197,Max Payne 
Jamie Hector,467197,Max Payne 
Olivia Wilde,1637688,In Time 
Matt Bomer,1637688,In Time 
Justin Timberlake,1637688,In Time 
Noureen DeWulf,1212436,The Back-up Plan 
Danneel Ackles,1212436,The Back-up Plan 
Tom Bosley,1212436,The Back-up Plan 
Steve Howey,491152,Something Borrowed 
Ashley Williams,491152,Something Borrowed 
Kirsten Day,491152,Something Borrowed 
Kimberly Elise,2368645,Hit the Floor             
Jodi Lyn O'Keefe,2368645,Hit the Floor             
Logan Browning,2368645,Hit the Floor             
Marsha Thomason,265087,Black Knight 
Tom Wilkinson,265087,Black Knight 
Vincent Regan,265087,Black Knight 
Vic Morrow,74174,The Bad News Bears 
Tatum O'Neal,74174,The Bad News Bears 
Joyce Van Patten,74174,The Bad News Bears 
Raul Julia,111301,Street Fighter 
Ming-Na Wen,111301,Street Fighter 
Kylie Minogue,111301,Street Fighter 
Frank Finlay,253474,The Pianist 
Emilia Fox,253474,The Pianist 
Ed Stoppard,253474,The Pianist 
Jason Flemyng,120681,From Hell 
Johnny Depp,120681,From Hell 
Ian Richardson,120681,From Hell 
Hiam Abbass,762121,The Nativity Story 
Keisha Castle-Hughes,762121,The Nativity Story 
Shaun Toub,762121,The Nativity Story 
Julia Roberts,376541,Closer 
Natalie Portman,376541,Closer 
Colin Stinton,376541,Closer 
Naomi Watts,1616195,J. Edgar 
Leonardo DiCaprio,1616195,J. Edgar 
Kaitlyn Dever,1616195,J. Edgar 
Cameron Boyce,790686,Mirrors 
Jason Flemyng,790686,Mirrors 
Julian Glover,790686,Mirrors 
Lena Olin,238546,Queen of the Damned 
Aaliyah,238546,Queen of the Damned 
Bruce Spence,238546,Queen of the Damned 
Robert Davi,100403,Predator 2 
Adam Baldwin,100403,Predator 2 
Kevin Peter Hall,100403,Predator 2 
Jesse Tyler Ferguson,880578,Untraceable 
Billy Burke,880578,Untraceable 
Joseph Cross,880578,Untraceable 
Sissy Spacek,124298,Blast from the Past 
Brendan Fraser,124298,Blast from the Past 
Douglas Smith,124298,Blast from the Past 
William Hootkins,80745,Flash Gordon 
Brian Blessed,80745,Flash Gordon 
Sam J. Jones,80745,Flash Gordon 
Mike Starr,300051,Jersey Girl 
Stephen Root,300051,Jersey Girl 
George Carlin,300051,Jersey Girl 
Chad Lindberg,1712170,Alex Cross 
Cicely Tyson,1712170,Alex Cross 
Carmen Ejogo,1712170,Alex Cross 
Bob Gunton,119668,Midnight in the Garden of Good and Evil 
Kevin Spacey,119668,Midnight in the Garden of Good and Evil 
Leon Rippy,119668,Midnight in the Garden of Good and Evil 
Bill Bailey,1415283,Nanny McPhee Returns 
Daniel Mays,1415283,Nanny McPhee Returns 
Eros Vlahos,1415283,Nanny McPhee Returns 
J.T. Walsh,104427,Hoffa 
Frank Whaley,104427,Hoffa 
Paul Guilfoyle,104427,Hoffa 
Callum Rennie,443701,The X Files: I Want to Believe 
Mitch Pileggi,443701,The X Files: I Want to Believe 
Nicki Aycox,443701,The X Files: I Want to Believe 
Steve Coogan,327679,Ella Enchanted 
Anne Hathaway,327679,Ella Enchanted 
Joanna Lumley,327679,Ella Enchanted 
Eddie Marsan,3322364,Concussion 
Will Smith,3322364,Concussion 
Albert Brooks,3322364,Concussion 
Benjamin J. Cain Jr.,1600195,Abduction 
Ken Arnold,1600195,Abduction 
Richard Cetrone,1600195,Abduction 
Olivia Williams,361089,Valiant 
Jim Broadbent,361089,Valiant 
Pip Torrens,361089,Valiant 
Rip Torn,185014,Wonder Boys 
Robert Downey Jr.,185014,Wonder Boys 
Richard Thomas,185014,Wonder Boys 
Tracy Morgan,426592,Superhero Movie 
Drake Bell,426592,Superhero Movie 
Marion Ross,426592,Superhero Movie 
James Ransone,1235522,Broken City 
Alona Tal,1235522,Broken City 
Michael Beach,1235522,Broken City 
Portia de Rossi,257516,Cursed 
Shannon Elizabeth,257516,Cursed 
Derek Mears,257516,Cursed 
Dania Ramirez,1547234,Premium Rush 
Joseph Gordon-Levitt,1547234,Premium Rush 
Aasif Mandvi,1547234,Premium Rush 
Richard T. Jones,2967224,Hot Pursuit 
Jim Gaffigan,2967224,Hot Pursuit 
Michael Mosley,2967224,Hot Pursuit 
Lucy Gordon,240510,The Four Feathers 
Djimon Hounsou,240510,The Four Feathers 
Alex Jennings,240510,The Four Feathers 
Clifton Collins Jr.,1904996,Parker 
Jason Statham,1904996,Parker 
Wendell Pierce,1904996,Parker 
Jon Favreau,360201,Wimbledon 
Kirsten Dunst,360201,Wimbledon 
Austin Nichols,360201,Wimbledon 
Brooke Shields,492389,Furry Vengeance 
Brendan Fraser,492389,Furry Vengeance 
Matt Prokop,492389,Furry Vengeance 
Cariba Heine,1438173,Bait 
Alex Russell,1438173,Bait 
Richard Brancatisano,1438173,Bait 
Alun Armstrong,85811,Krull 
Liam Neeson,85811,Krull 
Lysette Anthony,85811,Krull 
Tom Cruise,891527,Lions for Lambs 
Meryl Streep,891527,Lions for Lambs 
Andrew Garfield,891527,Lions for Lambs 
Dann Florek,99587,Flight of the Intruder 
Rosanna Arquette,99587,Flight of the Intruder 
Christopher Rich,99587,Flight of the Intruder 
Nat Faxon,841046,Walk Hard: The Dewey Cox Story 
Tim Meadows,841046,Walk Hard: The Dewey Cox Story 
Matt Price,841046,Walk Hard: The Dewey Cox Story 
Scott Glenn,120824,The Shipping News 
Kevin Spacey,120824,The Shipping News 
Jason Behr,120824,The Shipping News 
Ronny Cox,244000,American Outlaws 
Gregory Smith,244000,American Outlaws 
Harris Yulin,244000,American Outlaws 
Jim Broadbent,962736,The Young Victoria 
Michiel Huisman,962736,The Young Victoria 
Thomas Kretschmann,962736,The Young Victoria 
Bashar Rahal,365929,Whiteout 
Tom Skerritt,365929,Whiteout 
Shawn Doyle,365929,Whiteout 
Tye Sheridan,478304,The Tree of Life 
Brad Pitt,478304,The Tree of Life 
Fiona Shaw,478304,The Tree of Life 
Lela Rochon,120724,Knock Off 
Paul Sorvino,120724,Knock Off 
Ray Nicholas,120724,Knock Off 
Mark Addy,304711,The Order 
Heath Ledger,304711,The Order 
Benno Fürmann,304711,The Order 
Wayne Knight,450314,Punisher: War Zone 
Julie Benz,450314,Punisher: War Zone 
Colin Salmon,450314,Punisher: War Zone 
Rip Torn,383060,Zoom 
Kevin Zegers,383060,Zoom 
Thomas F. Wilson,383060,Zoom 
Soleyman Pierini,3488710,The Walk 
Joseph Gordon-Levitt,3488710,The Walk 
Jade Kindar-Martin,3488710,The Walk 
Lee Arenberg,120479,Warriors of Virtue 
Marley Shelton,120479,Warriors of Virtue 
Angus Macfadyen,120479,Warriors of Virtue 
Albert Finney,401445,A Good Year 
Archie Panjabi,401445,A Good Year 
Richard Coyle,401445,A Good Year 
Indira Varma,1474684,Luther             
Ruth Wilson,1474684,Luther             
Warren Brown,1474684,Luther             
Thomas Ian Nicholas,105211,Radio Flyer 
Adam Baldwin,105211,Radio Flyer 
John Heard,105211,Radio Flyer 
Jesse Borrego,106469,"Blood In, Blood Out "
Delroy Lindo,106469,"Blood In, Blood Out "
Raymond Cruz,106469,"Blood In, Blood Out "
Tom Wilkinson,120152,Smilla's Sense of Snow 
Jim Broadbent,120152,Smilla's Sense of Snow 
Julia Ormond,120152,Smilla's Sense of Snow 
Gregg Henry,280665,Femme Fatale 
Peter Coyote,280665,Femme Fatale 
Rie Rasmussen,280665,Femme Fatale 
Rod Steiger,81059,Lion of the Desert 
Oliver Reed,81059,Lion of the Desert 
John Gielgud,81059,Lion of the Desert 
François Cluzet,113362,The Horseman on the Roof 
Olivier Martinez,113362,The Horseman on the Roof 
Isabelle Carré,113362,The Horseman on the Roof 
Jeffrey Dover,134154,Ride with the Devil 
Jeremy W. Auman,134154,Ride with the Devil 
Tobey Maguire,134154,Ride with the Devil 
Hanaa Bouchaib,1164999,Biutiful 
Maricel Álvarez,1164999,Biutiful 
Eduard Fernández,1164999,Biutiful 
Alice Englert,1321869,The Lovers 
Tamsin Egerton,1321869,The Lovers 
Bipasha Basu,1321869,The Lovers 
Sam Shepard,416496,Bandidas 
Salma Hayek,416496,Bandidas 
Dwight Yoakam,416496,Bandidas 
Aisha Tyler,490087,Black Water Transit 
Bill Cobbs,490087,Black Water Transit 
Beverly D'Angelo,490087,Black Water Transit 
Aml Ameen,1790864,The Maze Runner 
Ki Hong Lee,1790864,The Maze Runner 
Jacob Latimore,1790864,The Maze Runner 
June Diane Raphael,2358925,Unfinished Business 
Tom Wilkinson,2358925,Unfinished Business 
Melissa McMeekin,2358925,Unfinished Business 
Geraldine Chaplin,106226,The Age of Innocence 
Richard E. Grant,106226,The Age of Innocence 
Stuart Wilson,106226,The Age of Innocence 
Ellen Burstyn,414993,The Fountain 
Hugh Jackman,414993,The Fountain 
Mark Margolis,414993,The Fountain 
Kevin J. O'Connor,163579,Chill Factor 
David Paymer,163579,Chill Factor 
